-162.82,480,0
-157,488,0
-161,496,0
-157,505,0
-151,513,0
-149,522,0
-139,524,0
-134,533,0
-128,541,0
-121,548,0
-111,548,0
-109,557,0
-99,561,0
-89,564,0
-84,573,0
-74,571,0
-67,578,0
-59,584,0
-54,592,0
-49,601,0
-45,610,0
-44,619,0
-48,627,0
-46,636,0
-48,645,0
-48,654,0
-54,661,0
-54,670,0
-58,678,0
-54,687,0
-48,695,0
-40,701,0
-37,710,0
-39,719,0
-41,728,0
-48,734,0
-57,734,0
-65,740,0
-74,736,0
-80,728,0
-89,728,0
-97,722,0
-106,725,0
-115,726,0
-124,729,0
-133,729,0
-142,729,0
-149,735,0
-158,734,0
-167,735,0
-176,735,0
-185,733,0
-194,731,0
-198,739,0
-207,738,0
-216,740,0
-222,747,0
-231,748,0
-236,756,0
-245,758,0
-243,767,0
-238,775,0
-244,782,0
-253,783,0
-262,786,0
-268,793,0
-277,791,0
-285,785,0
-294,785,0
-303,784,0
-311,778,0
-321,778,0
-330,777,0
-339,774,0
-348,773,0
-357,776,0
-367,776,0
-375,771,0
-384,767,0
-393,769,0
-402,769,0
-410,764,0
-416,756,0
-425,756,0
-432,749,0
-441,749,0
-443,739,0
-451,733,0
-456,724,0
-465,723,0
-474,722,0
-477,712,0
-486,711,0
-493,704,0
-499,696,0
-508,695,0
-512,685,0
-521,687,0
-525,678,0
-533,672,0
-538,663,0
-538,653,0
-541,643,0
-548,636,0
-556,630,0
-564,624,0
-573,620,0
-575,610,0
-573,600,0
-569,590,0
-569,580,0
-574,571,0
-583,566,0
-586,556,0
-590,546,0
-599,543,0
-605,535,0
-599,526,0
-598,516,0
-607,512,0
-616,508,0
-617,498,0
-613,488,0
-616,478,0
-623,471,0
-624,461,0
-627,451,0
-629,441,0
-631,431,0
-635,422,0
-634,412,0
-636,402,0
-643,394,0
-641,384,0
-635,375,0
-642,368,0
-639,358,0
-641,348,0
-640,338,0
-646,330,0
-653,322,0
-656,312,0
-661,303,0
-670,304,0
-679,300,0
-686,293,0
-688,283,0
-688,273,0
-692,264,0
-701,262,0
-702,252,0
-711,248,0
-720,249,0
-722,239,0
-731,240,0
-734,230,0
-732,220,0
-741,216,0
-738,206,0
-730,199,0
-730,189,0
-726,179,0
-731,170,0
-728,160,0
-735,152,0
-730,143,0
-710,135,0
